index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
ee40e3dad564d1222c9ef510cfa5fcd7,2026-06-01T10:08:43Z,'flooding residents',www.ibtimes.com.au,en,0.9,"(VIDEO) Severe Overnight Storms Bring Heavy Rain, Strong Winds and Tornado Warning to Kansas City Metro","Severe overnight storms in Kansas City brought tornado warnings, flash floods, and power outages, impacting residents and causing minor damage. The weather is expected to clear up later today.",https://www.ibtimes.com.au/severe-storms-kansas-city-tornado-warnings-flash-floods-1869884,https://d.ibtimes.com.au/en/full/1894563/kansas-city-metro.jpg,,"KANSAS CITY, Mo. — Powerful overnight storms swept through the Kansas City metropolitan area and surrounding regions early Monday, June 1, 2026, unleashing heavy rainfall, strong winds and at least o… [+6128 chars]",,"(VIDEO) Schwere Stürme über Nacht bringen starken Regen, starken Wind und Tornadowarnung in die Metro von Kansas City. Schwere nächtliche Stürme in Kansas City brachten Tornadowarnungen, Sturzfluten und Stromausfälle mit sich, beeinträchtigten die Anwohner und verursachten geringfügige Schäden. Es wird erwartet, dass sich das Wetter im Laufe des Tages aufklärt.","(VIDEO) Severe Overnight Storms Bring Heavy Rain, Strong Winds and Tornado Warning to Kansas City Metro. Severe overnight storms in Kansas City brought tornado warnings, flash floods, and power outages, impacting residents and causing minor damage. The weather is expected to clear up later today.","(VIDEO) Saevae tempestates noctes graves pluvias, ventos validos et TURBEN Admonitio ad Kansas City Metro. Tempestates pernoctare in Kansas urbe graves admonitiones turbo attulerunt, diluvia micare et outages potentia, incolas impacting et damna minora faciebant. Tempestas expectatur ut hodie serius purgare debeat.",2026-06-02 10:53:44+00:00
c6b732b6152e6a98bbf71709b72b03f8,2026-06-03T20:26:23Z,'flooding insurance',fortune.com,en,0.3,NASA says the elephant-sized meteor that landed on New England is totally normal,"The five-foot meteor traveling at 42,000 miles per hour fell into Cape Cod with the equivalence of 230 tons of TNT.",https://fortune.com/2026/06/03/new-england-meteor-boom-nasa-cape-cod-bay/,"https://fortune.com/img-assets/wp-content/uploads/2026/06/AP26152856815380.jpg?resize=1200,600",,"When the double boom rang out in New England over the weekend, shaking homes and sending pets fleeing, questions started flooding social media.Did anyone else hear that boom?
Anyone feel that?
NASA… [+2212 chars]",,"Laut NASA ist der elefantengroße Meteor, der auf Neuengland landete, völlig normal. Der fünf Fuß große Meteor, der sich mit einer Geschwindigkeit von 42.000 Meilen pro Stunde bewegte, fiel in Cape Cod mit einer Menge von 230 Tonnen TNT.","NASA says the elephant-sized meteor that landed on New England is totally normal. The five-foot meteor traveling at 42,000 miles per hour fell into Cape Cod with the equivalence of 230 tons of TNT.","NASA dicit meteoron elephantum qui in Novam Angliam appulit esse omnino normalem. Quinque-pedum meteororum pergens ad 42,000 passuum per hora, cecidit in Promontorium Cod cum aequivalentia 230 talentorum TNT.",2026-06-05 05:46:01+00:00
076b35b97285a4fbec028168deaa77bb,2026-06-02T17:45:16Z,'flooding',gizmodo.com,en,0.9,"Long-Threatened Powerful El Niño Could Emerge Any Day Now, UN Warns","The World Meteorological Organization advised that nations ""need to prepare"" for the increasing risk of extreme storms, flooding, droughts, and heatwaves.",https://gizmodo.com/long-threatened-powerful-el-nino-could-erupt-any-day-now-un-warns-2000766463,https://gizmodo.com/app/uploads/2026/03/El-Nino-temperature-map-1200x675.jpg,http://web.archive.org/web/20260602211059/https://gizmodo.com/long-threatened-powerful-el-nino-could-erupt-any-day-now-un-warns-2000766463,"After months of warnings, this years potentially disruptive El Niño season appears to be finally at our doorstep. The latest report from the United Nations World Meteorological Organization (WMO) con… [+4605 chars]",,"UN warnt davor, dass der seit langem drohende starke El Niño jeden Tag ausbrechen könnte. Die Weltorganisation für Meteorologie weist darauf hin, dass sich die Nationen auf das zunehmende Risiko extremer Stürme, Überschwemmungen, Dürren und Hitzewellen „vorbereiten“ müssen.","Long-Threatened Powerful El Niño Could Emerge Any Day Now, UN Warns. The World Meteorological Organization advised that nations ""need to prepare"" for the increasing risk of extreme storms, flooding, droughts, and heatwaves.","Diu comminatus potens El Niño posset aliquem diem emergere Nunc, UN Warns. Mundus Meteorologicus Organizatio suasit gentes ""opus parare"" pro ingravescentibus periculis extremarum tempestatum, inundationum, siccitatum et aestuum.",2026-06-05 10:10:42+00:00
89131876b4ec191e7b947ecd636199e4,2026-06-03T10:53:45Z,'flooding',www.sciencedaily.com,en,0.9,Super Typhoon Sinlaku triggered atmospheric gravity waves visible from space,One of the most powerful typhoons ever recorded this early in the Pacific season did more than unleash flooding and extreme winds—it sent enormous ripples all the way into the upper atmosphere. As Super Typhoon Sinlaku rapidly exploded into a category 5-equiv…,https://www.sciencedaily.com/releases/2026/06/260603023113.htm,https://www.sciencedaily.com/images/1920/super-typhoon-sinlaku-atmospheric-gravity-waves.webp,http://web.archive.org/web/20260604094631/https://www.sciencedaily.com/releases/2026/06/260603023113.htm,"One of the Pacific Ocean's most powerful early season storms did more than bring destructive weather. As Super Typhoon Sinlaku rapidly intensified in April 2026, it also generated enormous atmospheri… [+5572 chars]",,"Der Supertaifun Sinlaku löste atmosphärische Schwerkraftwellen aus, die vom Weltraum aus sichtbar waren. Einer der stärksten Taifune, die jemals zu diesem frühen Zeitpunkt der Pazifiksaison registriert wurden, löste nicht nur Überschwemmungen und extreme Winde aus – er sandte enorme Wellen bis in die obere Atmosphäre. Als der Super-Taifun Sinlaku schnell zu einer Kategorie 5-Äquivalent explodierte …",Super Typhoon Sinlaku triggered atmospheric gravity waves visible from space. One of the most powerful typhoons ever recorded this early in the Pacific season did more than unleash flooding and extreme winds—it sent enormous ripples all the way into the upper atmosphere. As Super Typhoon Sinlaku rapidly exploded into a category 5-equiv…,Super Typhon Sinlaku gravitas atmosphaerica fluctus atmosphaericos ex spatio visibilibus utitur. Una potentissimarum typhonium hoc tempore primo in Pacifico tempore plus quam inundationes et extremas ventos inundationes fecit - immensas circulos misit usque in aetherem. Ut Super Typhoon Sinlaku cursim explosum in genus 5-equiv…,2026-06-05 10:10:42+00:00
fcd995a98818522f2463272b22c383a0,2026-06-02T08:15:33Z,'flooding',newsonjapan.com,en,0.9,Level 4 Flood Danger Warning Issued for Rivers in Southern Japan,"[updated 15:17 p.m.] A Level 4 Flood Danger Warning has been issued for the Hiroto River and Sakatani River in Miyazaki Prefecture after water levels reached the flood danger threshold, raising concerns over possible flooding caused by levee failures or river…",https://newsonjapan.com/article/149483.php,https://i2.ytimg.com/vi/WeqTV6sfrE0/maxresdefault.jpg,http://web.archive.org/web/20260603040720/https://newsonjapan.com/article/149483.php,"Miyazaki, Jun 02, 2026 -
 [updated 17:17 p.m.] A Level 4 Flood Danger Warning has been issued for the Hiroto River and Sakatani River in Miyazaki Prefecture after water levels reached the flood dang… [+969 chars]",,"Hochwasserwarnung der Stufe 4 für Flüsse im Süden Japans. [aktualisiert um 15:17 Uhr] Für die Flüsse Hiroto und Sakatani in der Präfektur Miyazaki wurde eine Hochwasserwarnung der Stufe 4 ausgegeben, nachdem der Wasserstand die Hochwassergefahrenschwelle erreicht hatte, was Bedenken hinsichtlich möglicher Überschwemmungen aufgrund von Deichbrüchen oder Flüssen aufkommen lässt.","Level 4 Flood Danger Warning Issued for Rivers in Southern Japan. [updated 15:17 p.m.] A Level 4 Flood Danger Warning has been issued for the Hiroto River and Sakatani River in Miyazaki Prefecture after water levels reached the flood danger threshold, raising concerns over possible flooding caused by levee failures or river…","Level 4 Diluvium Danger Monitum pro Fluminibus in Iaponia Australi edita. A Level 4 Diluvium Danger Monitum pro Flumine Hiroto et Sakatani in Miyazaki Praefectura edita est, postquam gradus aquarum ad limen inundationis periculi pervenit, curas super inundationem possibilium aggerum defectorum vel fluminum.",2026-06-05 20:07:38+00:00
04c7548fb44c8928b03a812e48a5bbf7,2026-06-04T17:46:44Z,'flooding',punchng.com,en,0.9,‎Reps urge FG to clear blocked waterways in FCT,"The House of Representatives has urged the Federal Government to clear blocked waterways and drainage channels in the FCT to prevent persistent flooding an

Read More: https://punchng.com/reps-urge-fg-to-clear-blocked-waterways-in-fct/",https://punchng.com/reps-urge-fg-to-clear-blocked-waterways-in-fct/,https://cdn.punchng.com/wp-content/uploads/2026/01/23170729/The-Reps-Green-Chamber.webp,,"The House of Representatives on Thursday called on the Federal Government and relevant agencies to clear blocked waterways and drainage channels across the Federal Capital Territory, warning that per… [+3323 chars]",,"‎Vertreter fordern FG auf, blockierte Wasserstraßen im FCT zu räumen. Das Repräsentantenhaus hat die Bundesregierung aufgefordert, blockierte Wasserstraßen und Entwässerungskanäle im FCT zu räumen, um anhaltende Überschwemmungen zu verhindern

Lesen Sie mehr: https://punchng.com/reps-urge-fg-to-clear-blocked-waterways-in-fct/","‎Reps urge FG to clear blocked waterways in FCT. The House of Representatives has urged the Federal Government to clear blocked waterways and drainage channels in the FCT to prevent persistent flooding an

Read More: https://punchng.com/reps-urge-fg-to-clear-blocked-waterways-in-fct/","-Reps suadet FG purgare rivos clausus in FCT. Domus Repraesentantium suasit Gubernatio Foederalis ut rivos fluminum purgaret et canales INCILE in FCT impediret ne inundationem persistentem

Lege More: https://punchng.com/reps-urge-fg-to-clear-blocked-waterways-in-fct/",2026-06-05 20:07:38+00:00
ad125fd6f696e3590f93683d802541ee,2026-06-03T04:25:58Z,'flooding damage',newsonjapan.com,en,0.7,Typhoon No. 6 Swamps Popular Ise Tourist Town,"Flooding was reported around the popular tourist district of Oharai-machi in Ise City following the passage of Typhoon No. 6, with some businesses forced to clean up after floodwaters overflowed from a nearby river during the early hours of June 3rd. (News On…",https://newsonjapan.com/article/149495.php,https://i2.ytimg.com/vi/JBDtypPsTGQ/maxresdefault.jpg,http://web.archive.org/web/20260604102522/https://newsonjapan.com/article/149495.php,"Jun 03, 2026 -
 Flooding was reported around the popular tourist district of Oharai-machi in Ise City following the passage of Typhoon No. 6, with some businesses forced to clean up after floodwater… [+1261 chars]",,"Taifun Nr. 6 überschwemmt beliebte Touristenstadt Ise. Nach dem Durchzug des Taifuns Nr. 6 wurden rund um das beliebte Touristenviertel Oharai-machi in der Stadt Ise Überschwemmungen gemeldet. Einige Unternehmen mussten Aufräumarbeiten durchführen, nachdem in den frühen Morgenstunden des 3. Juni Hochwasser aus einem nahegelegenen Fluss über die Ufer trat. (Neuigkeiten über…","Typhoon No. 6 Swamps Popular Ise Tourist Town. Flooding was reported around the popular tourist district of Oharai-machi in Ise City following the passage of Typhoon No. 6, with some businesses forced to clean up after floodwaters overflowed from a nearby river during the early hours of June 3rd. (News On…","Typhoon No. 6 Swamps Popular Ise VIATOR Urbs. Inundatio circa populares urbis regiones Oharai-machi in Ise urbe post transitum Typhoon No. 6, relatum est, cum nonnullis negotiis post diluvii aquae e vicino flumine primis horis III Iunii horis inundatis purgare coactus est. (News On…",2026-06-06 14:05:10+00:00
80e53e931f2ea0e805d4a7427d760230,2026-06-03T06:04:42Z,'flooding residents',www.dailymail.com,en,0.9,Eerie study urges residents of America's jazz capital to flee - but tourists can't stay away,Warning signs about major flooding issues are flashing red - but locals in this jazz-loving community don't want to leave.,https://www.dailymail.com/real-estate/article-15867773/america-jazz-capital-flee-tourists-new-orleans.html,https://i.dailymail.com/1s/2026/06/02/20/109048863-0-image-a-34_1780428292741.jpg,,"It's a city of jazz, beignets and looming flooding issues.  
Even if tourists flock to this southern city for its culture, scientists warn that the future of New Orleans could be more risky than man… [+4545 chars]",,Unheimliche Studie ruft Bewohner der amerikanischen Jazz-Hauptstadt zur Flucht auf – doch Touristen können nicht fernbleiben. Die Warnschilder vor großen Überschwemmungen blinken rot – doch die Einheimischen dieser jazzbegeisterten Gemeinde wollen nicht gehen.,Eerie study urges residents of America's jazz capital to flee - but tourists can't stay away. Warning signs about major flooding issues are flashing red - but locals in this jazz-loving community don't want to leave.,"Superstitio studium incolas Jazz capitis Americae fugiendi hortatur - sed peregrinatores abesse non possunt. Monitum signa de maioribus quaestionibus inundationis rubrae coruscant -, sed incolae in hac societate amantissima excedere nolunt.",2026-06-06 14:05:10+00:00
831f6fc46cddebf180bb93217268ef47,2026-06-05T15:32:30Z,'floods',slashdot.org,en,0.7,Russia Floods Armenia With Disinformation Ahead of Election - The New York Times,"Russia Floods Armenia With Disinformation Ahead of ElectionThe New York Times Backed by Trump, Opposed by Putin, and Fighting for His Political LifeThe New York Times If Even Armenians Reject Russia, Putin’s Got a ProblemBloomberg.com Armenia's election offer…",https://slashdot.org/firehose.pl?op=view&amp;id=183610392,,http://web.archive.org/web/20160119174443/http://slashdot.org/firehose.pl?op=view,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.,,"Russland überschwemmt Armenien mit Desinformation vor der Wahl – The New York Times. Russland überschwemmt Armenien vor der Wahl mit DesinformationDie New York Times wird von Trump unterstützt, von Putin abgelehnt und kämpft um sein politisches LebenDie New York Times Wenn sogar Armenier Russland ablehnen, hat Putin ein ProblemBloomberg.com Armeniens Wahlangebot…","Russia Floods Armenia With Disinformation Ahead of Election - The New York Times. Russia Floods Armenia With Disinformation Ahead of ElectionThe New York Times Backed by Trump, Opposed by Putin, and Fighting for His Political LifeThe New York Times If Even Armenians Reject Russia, Putin’s Got a ProblemBloomberg.com Armenia's election offer…","Russia Flumina Armenia Cum Disinformation Ante electionem - The New York Times. Russia Floods Armenia With Disinformation Ante electionis The New York Times Backed by Trump, Opposed by Putin, and Pugnans pro Vita Politica",2026-06-07 05:49:05+00:00
53b3c0b44eb646e7322a1e282f543b14,2026-06-05T02:44:06Z,'flooding',www.abc.net.au,en,0.9,Australia's biggest barramundi fishing competition under way after flood delay,"The country's biggest annual barramundi fishing competition is under way on the Northern Territory's remote Daly River, after the tournament was delayed by six weeks due to extensive flooding.",https://www.abc.net.au/news/2026-06-05/nt-barra-nationals-fishing-competition-starts-after-flood-delays/106758854,https://live-production.wcms.abc-cdn.net.au/fcd8e283ffc32d2d26bfd9e66ec0a548?impolicy=wcms_watermark_news&cropH=1688&cropW=3000&xPos=0&yPos=82&width=862&height=485&imformat=generic,http://web.archive.org/web/20260606005624/https://www.abc.net.au/news/2026-06-05/nt-barra-nationals-fishing-competition-starts-after-flood-delays/106758854,"It's Australia's biggest annual barramundi fishing competition, and it's happening on a remote river in the Northern Territory.
The Barra Nationals have been drawing anglers from across the country … [+4343 chars]",,"Australiens größter Barramundi-Angelwettbewerb findet nach Verzögerung durch die Überschwemmung statt. Der größte jährliche Barramundi-Angelwettbewerb des Landes findet derzeit am abgelegenen Daly River im Northern Territory statt, nachdem das Turnier aufgrund schwerer Überschwemmungen um sechs Wochen verschoben wurde.","Australia's biggest barramundi fishing competition under way after flood delay. The country's biggest annual barramundi fishing competition is under way on the Northern Territory's remote Daly River, after the tournament was delayed by six weeks due to extensive flooding.","Maxima barramundi de piscatione certaminis Australiae sub itinere post diluvium mora est. Maxima annua patriae barramundi certatio piscandi sub itinere in Territorio septentrionali in Daly Flumine remoto est, postquam torneamentum per sex septimanas propter amplam inundationem moratus est.",2026-06-07 05:49:05+00:00
